treatment,confounder,outcome
0,-0.6800247215784908,-0.5942587592582889
1,0.23225369716100355,2.216259844164661
1,0.29307247329868125,2.2911708525084125
1,-0.7143514180263678,1.185395645509851
0,1.8657745111447566,1.8639231975455175
0,0.4738329209117875,0.4449670570197737
0,-1.1913034972026486,-1.1590316411688397
1,0.6565536086338297,2.5738305142785975
1,-0.9746816702273214,1.0772529811967957
1,0.787084603742452,2.9403584950427097
0,1.158595579007404,1.1477195641617184
1,-0.8206823183517105,1.2194888538581836
1,0.9633761292443218,3.032390528415433
0,0.4127809269364983,0.3726588797479147
0,0.82206015999449,0.8444694081755317
0,1.8967929826539474,1.8980522227321268
0,-0.2453881160028705,-0.23562050614798732
1,-0.7537361643574896,1.1689628572569637
0,-0.8895144296255233,-0.887063412199629
0,-0.8158102849654383,-0.7660104558408933
1,-0.0771017094141042,2.0680126513654
0,0.3411519748166439,0.43707905742516456
0,0.27669079933001905,0.4920090450811747
0,0.8271832490360238,0.7504484927472188
0,0.01300189187790702,0.10023395554997483
1,1.4535340771573169,3.471868277731152
0,-0.2646568332379561,-0.045676539916188835
1,2.720169166589619,4.6393393380541035
1,0.6256673477650062,2.5416951635469287
0,-0.8571575564162826,-0.9170968209606848
1,-1.0708924980611123,0.716717929507907
0,0.4824724152431853,0.4298969130751092
0,-0.2234627853258509,-0.2993760514812207
1,0.714000494092092,2.7290398727397127
1,0.47323762457354485,2.507413222151261
1,-0.07282891265687277,2.1147881712647156
0,-0.846793718068405,-0.7517513342497999
0,-1.5148472246858646,-1.572537590252105
1,-0.4465149520670211,1.4636435807981432
0,0.8563987943234723,0.9055907114741228
0,0.21409374413020396,0.08207042342813975
0,-1.245738778711988,-1.0625929021265526
0,0.173180925851182,0.29112493792331073
1,0.3853173797288368,2.3383998145183664
0,-0.883857436201133,-1.0551708891102207
1,0.1537251059455279,2.2891123433620693
0,0.058208718445999896,0.046754733920738104
1,-1.142970297830623,0.9808113333667231
1,0.3577873603482833,2.1983445944688467
0,0.5607845263682344,0.5008470240728571
1,1.083051243175277,3.0835756131470955
1,1.053802052034903,3.058500111411377
1,-1.377669367957091,0.5773240848949845
1,-0.9378250399151228,1.124459953319627
1,0.5150352672086598,2.4082732242704004
1,0.5137859509122088,2.4995480024100796
0,0.5150476863060479,0.5270772494772378
0,3.852731490654721,3.9041753740605962
0,0.570890510693167,0.642051998502056
0,1.135565640180599,1.023101430996812
0,0.9540017634932023,0.8005903464196401
0,0.651391251305798,0.7791589334956489
1,-0.3152692446403456,1.7179621565576135
0,0.7589692204932674,0.684120566837612
0,-0.7728252145375718,-0.6177100169853195
1,-0.23681860674000887,1.774748856689277
0,-0.48536354782910346,-0.3674338294227208
1,0.08187413938632256,2.088625987527333
0,2.3146585666735087,2.5207333591617074
1,-1.867265192591748,0.30826889165257243
1,0.6862601903745135,2.661363775526606
0,-1.6127158711896517,-1.5155587760942162
0,-0.47193186578943347,-0.4073942708309187
1,1.088950596967366,3.2258137527206006
1,0.06428001909546277,1.9677876730374522
1,-1.0777447779293061,0.9908603680705378
1,-0.7153037092599682,1.3905387394249906
0,0.6795977489346758,0.5037238002923644
0,-0.7303666317171367,-0.8486924829837141
0,0.21645858958197486,0.012535371805964785
1,0.045571839903813784,2.018631156459358
1,-0.6516003476058171,1.420153877973779
0,2.1439440893253257,2.2941797945349283
0,0.6339190223180112,0.6413285003599888
0,-2.025142586657607,-1.862281032100478
0,0.18645431476942764,0.04844416894793849
1,-0.661786464768388,1.1678752912960966
1,0.852433334796224,2.846878564906562
1,-0.7925207384327007,1.2458858064612301
0,-0.11473644146689901,-0.11800591627630833
0,0.5049872789804571,0.29824306897646946
1,0.8657551941701215,2.8568431902188425
1,-1.2002964070557762,0.6692566428937384
1,-0.3345012358409484,1.7324660190420553
1,-0.4749453111609562,1.5617145134487287
0,-0.6533292325737119,-0.7473172112064475
1,1.7654542402810969,3.7140675485474275
0,0.40498171096095553,0.2990603587720604
0,-1.2608839543350452,-1.2671518640623625
0,0.9178619470547761,1.0133761791048999
0,2.1221561970126332,2.023583592379079
1,1.0324652605511468,3.0828699121029315
0,-1.5193699659540134,-1.5723957277912575
1,-0.48423407286625136,1.4364786439075143
1,1.2669111491866227,3.2562081131911667
0,-0.7076694656187807,-0.8111936978607182
0,0.44381942814622843,0.38845449761151024
1,0.7746340534293368,2.6548462641704518
0,-0.926930471578083,-0.730457958286444
0,-0.05952535606180008,-0.05599900086462722
0,-3.2412673400690726,-3.311239890868331
0,-1.0243876413342898,-1.0029896502608677
1,-0.2525681513931603,1.7361990436377566
1,-1.2477831819648495,0.7301198580818282
1,1.6324113039316352,3.693827973935978
1,-1.4301413779606327,0.6456093930440978
1,-0.44004448669698376,1.5069053985419636
0,0.13074057728609134,0.07315875322162334
1,1.4412732890661155,3.4137681193509515
1,-1.4358621511794394,0.3339457323470021
1,1.1631637521549596,3.0116446459351045
1,0.010233061019587049,2.1469204877640395
0,-0.9815086510479509,-0.8170118796978225
0,0.46210347426327075,0.4371998703076329
0,0.19905969557347003,0.2567153918790467
0,-0.6002168771587947,-0.569091861704441
1,0.06980208499001891,2.3776901658355425
1,-0.3853135968617602,1.7266438942816975
0,0.11351734525124804,0.1007255861031714
1,0.6621306745210467,2.566576630461004
0,1.586016816145352,1.4253721841195948
0,-1.237815498826849,-1.2174691352401268
0,2.1330333746562666,2.0573983001278364
0,-1.9520877995225019,-2.0943131704822693
1,-0.15178509503558332,1.783557616540164
0,0.5883172064845765,0.48016240612313704
1,0.28099186773503265,2.449706031242289
1,-0.6226995198205938,1.4654644558743513
0,-0.20812225035727522,-0.20891951448893695
1,-0.4930009346588328,1.6549934792301697
1,-0.5893647569442115,1.4183720738205503
0,0.8496020970210246,0.7634736768881982
0,0.35701548596504734,0.5093278936920131
0,-0.6929095952606542,-0.6390185908921884
0,0.8995998754332507,0.795875260000605
0,0.30729952087660933,0.28826565306824853
1,0.8128621188389601,2.725300293500484
1,0.6296288419236122,2.4913488688271785
0,-0.8289950109220723,-0.7363772561689081
0,-0.5601810401969696,-0.3692393761499565
1,0.7472936051232618,2.6074368477413477
0,0.6103702654334648,0.666667189102522
0,-0.020901593964148132,-0.08596585087633082
0,0.117327383308782,0.06861484493231239
1,1.277664895788425,3.218425503364538
0,-0.5915713888358299,-0.6779704658038115
1,0.5470973811700379,2.5519495439645206
1,-0.20219265243389406,1.714712335925002
0,-0.2176812032272203,-0.1906355206492364
1,1.09877685198719,3.093753041042276
0,0.8254163489880298,0.8015215443013889
1,0.8135096360006385,2.722753269796479
1,1.305478807154329,3.247801674097496
1,0.02100384163275905,2.0965429642153346
0,0.6819529712949639,0.732044690057402
1,-0.31026675659345604,1.5919777189266888
0,0.3241663524884421,0.3340995830313647
0,-0.13014305436768459,-0.05500434203050568
0,0.09699596499271819,-0.069944563119419
1,0.5951570254369136,2.649493044674907
1,-0.8182206832334725,1.1155169408719428
0,2.0923872756854602,2.1494471425447763
1,-1.006017381499702,0.9176567028460463
0,-1.2141886127877322,-1.3946768228541842
1,1.1581108735000678,2.9953566297117513
0,0.7916626939629359,0.7964711886290741
1,0.6241198170521551,2.6500920672243033
0,0.6283455092642799,0.537913846753839
1,-0.012246772846914623,2.051612473030823
0,-0.8972543714858315,-1.0634063777127276
0,0.07580455819372633,0.06919657832899467
0,-0.6771617115121117,-0.7982633314883574
1,0.9751197334177512,2.9099361226375353
1,-0.14705738150213865,1.8576824856295029
0,-0.8254971967925115,-0.9115385333209067
1,-0.32138584165299344,1.6401586039240241
1,0.41293145427562433,2.513560735197068
1,-0.5637245528039747,1.3785862602437104
1,-0.8222203955664315,1.261348815640083
0,0.2436872114919123,0.13071652602615047
0,0.24496657110872277,0.29794698890025106
1,-0.5069431753711298,1.6372136866946603
1,-0.4710383056183228,1.2817972443689483
1,0.2320499373576363,2.1523604118105886
0,-1.4480843414973241,-1.39037712877927
0,-1.4074637743765552,-1.4277683129808545
1,-0.718444221252436,1.3186703660846948
1,-0.21344715171184725,1.7261543296165707
1,0.3109075655980046,2.3195665443452946
1,1.475356216949552,3.4597884934103442
